timestamp,temp,pressure,vibration,label
2024-06-03 19:00:00,45.93080447069326,1.0075412767626226,0.030280705516593124,normal
2024-06-03 19:01:00,49.978917469497624,1.04190311787271,0.03731866519373753,normal
2024-06-03 19:02:00,45.406427108806064,,0.03391716881472168,normal
2024-06-03 19:03:00,45.94105269925958,1.0048565638117724,0.02794563936499287,normal
2024-06-03 19:04:00,46.8555179477249,1.0465028871097912,0.026549031984341817,normal
2024-06-03 19:05:00,49.141616931959476,1.0435987783635725,0.0283211107401875,normal
2024-06-03 19:06:00,48.01172754402299,1.02154761183443,0.03117683805526939,normal
2024-06-03 19:07:00,45.345064489976195,0.9389517305017191,0.02974596036134906,abnormal
2024-06-03 19:08:00,48.790355413847095,1.0465581671461606,0.02548063405772681,normal
2024-06-03 19:09:00,49.844866282831205,1.0047345881036702,0.029031301244426985,normal
2024-06-03 19:10:00,46.19408164256446,1.0453273616598824,0.02121889800714191,normal
2024-06-03 19:11:00,,1.0078072796914535,0.02570760449737485,normal
2024-06-03 19:12:00,48.03865866270773,1.0327102725141297,0.032604138007512454,normal
2024-06-03 19:13:00,48.97420561168926,1.0350685504546675,0.02587087988584757,normal
2024-06-03 19:14:00,48.52840383675022,1.0457717944411171,0.0365929279630451,normal
2024-06-03 19:15:00,49.133010987686944,1.0405518193437313,0.037354447875212894,normal
2024-06-03 19:16:00,54.69491275080015,1.003101135863083,0.038496173261968296,abnormal
2024-06-03 19:17:00,46.053248277563284,1.04882137318805,0.02249267482136565,normal
2024-06-03 19:18:00,48.84766566578768,1.012260175710738,0.020865113388608553,normal
2024-06-03 19:19:00,45.71830533990029,1.034883706783353,0.03291049062817751,normal
2024-06-03 19:20:00,47.78134972997826,1.0001820808269828,0.030142733426588846,normal
2024-06-03 19:21:00,47.623306682631565,1.0056914576965785,0.026064472475428934,normal
2024-06-03 19:22:00,49.11235352276916,1.0093022166079104,0.03358623143510621,normal
2024-06-03 19:23:00,47.61357147731965,1.038745231761666,0.03241736537309738,normal
2024-06-03 19:24:00,47.4185449964772,1.029046976939556,0.029923027900046063,normal
2024-06-03 19:25:00,47.25550399950599,1.0120648433031436,0.03116661660868355,normal
2024-06-03 19:26:00,38.00037325457163,1.0218775968077698,0.037045539216943556,abnormal
2024-06-03 19:27:00,49.677296880862045,1.0087684749874255,0.029480441446100465,normal
2024-06-03 19:28:00,48.681174500247074,1.0373308807630794,0.02950733949293375,normal
2024-06-03 19:29:00,47.795636705463714,1.048643874250455,0.03658756229487682,normal
2024-06-03 19:30:00,49.3850082792518,1.0331948516677245,0.03218404059187298,normal
2024-06-03 19:31:00,47.701930627567634,1.0415422138143453,0.0329368647293653,normal
2024-06-03 19:32:00,45.442904286817296,1.0314095071413487,0.10380417167225015,abnormal
2024-06-03 19:33:00,55.37409682339302,1.1345262044426843,0.026483550429883176,abnormal
2024-06-03 19:34:00,45.36453645142544,1.0298050083314083,0.028279149682959373,normal
2024-06-03 19:35:00,49.652902905892475,1.0089747235198727,0.020375179042495348,normal
2024-06-03 19:36:00,45.871510362354165,1.0098818317393452,0.030278023853928054,normal
2024-06-03 19:37:00,48.34771004533144,1.0497956748125643,0.026151430329125733,normal
2024-06-03 19:38:00,48.6750101227684,1.0064990669589946,0.033823820574672356,normal
2024-06-03 19:39:00,48.56771768076974,1.017757723568027,0.03004058711935724,normal
2024-06-03 19:40:00,47.36132607673681,1.026379951618753,0.03286938726234118,normal
2024-06-03 19:41:00,46.00443578309762,1.0154842283666907,0.02547234230415518,normal
2024-06-03 19:42:00,48.63876850477445,1.0348524219173112,0.03913505083469958,normal
2024-06-03 19:43:00,48.6918449816991,1.035434466945919,0.03592258609967923,normal
